operacion;cliente;comercial;origen;destino;incoterm;pais;transporte;qpallets;costotransporte;tarifacomerciales;precio;agencia;fechacarga;producto
1681;2700;DAVID;ACENORCA;VICENZA;DAP;ITALIA;CAMION;33;2466;2600;28195;LIBERTIA;7/2023;ACEITUNAS NEGRAS RODAJAS
1682;10300;PACHI;ARASOL;SAN PETERSBURGO;CIF;RUSIA;40';25;1100;1750;22716;PINTO BASTO;7/2023;ACEITUNAS VERDES  RODAJAS
1683;2000;DAVID;CAZORLA;LIEUSAINT;DAP;FRANCIA;CAMION;33;1650;1850;25442;JOMAPORTES;7/2023;ACEITUNAS VERDES  RODAJAS
1684;4000;DAVID;ARASOL;PARK ROYAL;DDP;REINO UNIDO;40';25;1982;2200;22716;CONTAINERSHIPS;7/2023;ACEITUNAS VERDES  RODAJAS
1685;7700;IRENE;OLIVES;ZEEBRUGGE;DAP;BELGICA;40';25;1905;2195;15840;SEALAND;7/2023;ACEITUNAS VERDES SIN HUESO
1686;5300;IRENE;ACENORCA;HAMM;DAP;ALEMANIA;CAMION;33;2700;2550;17741;TRANSTIRA;7/2023;ACEITUNAS VERDES SIN HUESO
1687;900;PACHI;OLIVES;JEDDAH;CFR;ARABIA SAUDITA;40';25;2080;2250;24092;OPERINTER;7/2023;ACEITUNAS RELLENAS PIMIENTO
1688;1100;PACHI;ARASOL;JEDDAH;CFR;ARABIA SAUDITA;40';25;1560;1650;24092;PINTO BASTO;7/2023;ACEITUNAS RELLENAS PIMIENTO
1689;3700;DAVID;ARASOL;PARK ROYAL;DAP;REINO UNIDO;40';25;1640;2200;24092;TRANSITEX;8/2023;ACEITUNAS RELLENAS PIMIENTO
1690;200;PACHI;OSUNA;POTI;CFR;GEORGIA;40';25;1930;2245;25174;PINTO BASTO;8/2023;ACEITUNAS NEGRAS RODAJAS
1691;200;PACHI;ACENORCA;POTI;CFR;GEORGIA;40';25;1950;2245;18606;PINTO BASTO;8/2023;ACEITUNAS  RELLENAS  ANCHOA
1692;300;PACHI;ACENORCA;JEDDAH;CFR;ARABIA SAUDITA;40';25;2040;2200;24092;PINTO BASTO;8/2023;ACEITUNAS RELLENAS PIMIENTO
1693;3700;DAVID;ARASOL;PARK ROYAL;DAP;REINO UNIDO;CAMION;33;2000;2200;25174;GIRTEKA;8/2023;ACEITUNAS NEGRAS RODAJAS
1694;10300;PACHI;ARASOL;SAN PETERSBURGO;CIF;RUSIA;20';11;1102;1500;11077;SEALAND;8/2023;ACEITUNAS RELLENAS PIMIENTO
1695;2100;DAVID;ARASOL;MANCHESTER;DDP;REINO UNIDO;40';25;3000;3900;18606;CONTAINERSHIPS;8/2023;ACEITUNAS  RELLENAS  ANCHOA
1696;7000;DAVID;ACENORCA;MONTEPRANDONE;DAP;ITALIA;CAMION;33;2000;2050;26983;GIRTEKA;8/2023;ACEITUNAS RELLENAS PIMIENTO
1697;4000;DAVID;ARASOL;PARK ROYAL;DDP;REINO UNIDO;40';25;1982;2200;24092;CONTAINERSHIPS;8/2023;ACEITUNAS RELLENAS PIMIENTO
1698;3100;IRENE;OLIVES;HAMBURGO;DDP;ALEMANIA;40';25;2143;1650;18606;CONTAINERSHIPS;8/2023;ACEITUNAS  RELLENAS  ANCHOA
1699;200;PACHI;ARASOL;POTI;CFR;GEORGIA;40';25;1650;2245;24092;TRANSITEX;8/2023;ACEITUNAS RELLENAS PIMIENTO
1700;200;PACHI;OSUNA;POTI;CFR;GEORGIA;40';25;1590;2245;24092;OPERINTER;8/2023;ACEITUNAS RELLENAS PIMIENTO
1701;3700;DAVID;ARASOL;PARK ROYAL;DAP;REINO UNIDO;40';25;1970;2200;24092;JOHNGOOD;8/2023;ACEITUNAS RELLENAS PIMIENTO
1702;6300;PACHI;OLIVES;GDANSK;DDP;POLONIA;20';11;1940;2100;11077;RABEN AIRSEA;8/2023;ACEITUNAS RELLENAS PIMIENTO
1703;4800;DAVID;ARASOL;CHARD;DAP;REINO UNIDO;20';11;2615;2900;11077;ELLERMAN;8/2023;ACEITUNAS NEGRAS RODAJAS
1704;7600;IRENE;OLIVES;HERMALLES;DAP;BELGICA;CAMION;33;2200;1950;20839;TRANSMOVIEX;8/2023;ACEITUNAS  RELLENAS  ANCHOA
1705;7100;DAVID;OSUNA;LOMAZZO;DAP;ITALIA;CAMION;33;1780;1900;26983;LIBERTIA;8/2023;ACEITUNAS RELLENAS PIMIENTO
1706;10300;PACHI;ARASOL;SAN PETERSBURGO;CIF;RUSIA;40';25;1200;1750;24092;TRANSITEX;8/2023;ACEITUNAS RELLENAS PIMIENTO
1707;1600;PACHI;OSUNA;ENNORE;CIF;INDIA;20';11;2360;2450;11077;PINTO BASTO;8/2023;ACEITUNAS NEGRAS RODAJAS
1708;7100;DAVID;ACENORCA;FORONE UZZANO;DAP;ITALIA;CAMION;33;2112;1900;26983;LIBERTIA;8/2023;ACEITUNAS RELLENAS PIMIENTO
1709;3700;DAVID;ARASOL;PARK ROYAL;DAP;REINO UNIDO;40';25;1715;2250;25174;TRANSITEX;8/2023;ACEITUNAS NEGRAS RODAJAS
1710;10300;PACHI;ACENORCA;SAN PETERSBURGO;CFR;RUSIA;20';11;1740;1600;11077;PINTO BASTO;8/2023;ACEITUNAS NEGRAS RODAJAS
1711;2100;DAVID;ARASOL;MANCHESTER;DDP;REINO UNIDO;40';25;2060;2530;24092;CONTAINERSHIPS;8/2023;ACEITUNAS RELLENAS PIMIENTO
1712;200;PACHI;OSUNA;POTI;CFR;GEORGIA;40';25;1930;2245;18606;PINTO BASTO;8/2023;ACEITUNAS  RELLENAS  ANCHOA
1713;1600;PACHI;OSUNA;NHAVA SHEVA;CIF;INDIA;20';11;1680;2530;11077;PINTO BASTO;8/2023;ACEITUNAS NEGRAS RODAJAS
1714;8700;MARIA;ACENORCA;MONTREAL;CIF;CANADA;40';25;5995;6200;18606;BRAID;8/2023;ACEITUNAS  RELLENAS  ANCHOA
1715;2400;DAVID;CAZORLA;LOMATRANS;DAP;FRANCIA;CAMION;33;1600;1680;28195;RLC;8/2023;ACEITUNAS NEGRAS RODAJAS
1716;7800;DAVID;OSUNA;ARMSTRONG;DAP;REINO UNIDO;40';25;2300;2227;25174;GIRTEKA;8/2023;ACEITUNAS NEGRAS RODAJAS
1717;1600;PACHI;OSUNA;ENNORE;CIF;INDIA;20';11;2360;2450;11077;PINTO BASTO;8/2023;ACEITUNAS NEGRAS RODAJAS
1718;6000;IRENE;ACENORCA;HAMBURGO;DAP;ALEMANIA;40';25;1890;1580;25174;BRAID;8/2023;ACEITUNAS NEGRAS RODAJAS
1719;7800;DAVID;OLIVES;LUTTERWORTH;DDP;REINO UNIDO;40';25;2850;2393;18606;PINTO BASTO;8/2023;ACEITUNAS  RELLENAS  ANCHOA
1720;1200;PACHI;OSUNA;RIYADH DRY PORT;CFR;ARABIA SAUDITA;40';25;2350;2900;24092;TRANSITEX;8/2023;ACEITUNAS RELLENAS PIMIENTO
1721;10300;PACHI;CAZORLA;SAN PETERSBURGO;CFR;RUSIA;40';25;1130;1600;25174;PINTO BASTO;8/2023;ACEITUNAS NEGRAS RODAJAS
1722;6700;DAVID;ACENORCA;CASTELLO DI ANNONE;DAP;ITALIA;CAMION;33;1650;1800;25442;LIBERTIA;8/2023;ACEITUNAS VERDES  RODAJAS
1723;6300;PACHI;OLIVES;GDANSK;DDP;POLONIA;40';25;2170;2100;18606;EUROSHIPPING;8/2023;ACEITUNAS  RELLENAS  ANCHOA
1724;1100;PACHI;OSUNA;JEDDAH;CFR;ARABIA SAUDITA;20';11;1640;1800;10600;PINTO BASTO;8/2023;ACEITUNAS RELLENAS PIMIENTO
1725;1100;PACHI;ARASOL;JEDDAH;DDP;ARABIA SAUDITA;20';11;1730;1785;19995;TRANSITEX;8/2023;ACEITUNAS VERDES  RODAJAS
1726;7100;DAVID;ACENORCA;CASTEL MADAMA;DAP;ITALIA;CAMION;33;1800;2000;26983;GIRTEKA;8/2023;ACEITUNAS RELLENAS PIMIENTO
1727;400;PACHI;OSUNA;PORT QASIM;CFR;ARABIA SAUDITA;20';11;1795;2700;18187;PINTO BASTO;8/2023;ACEITUNAS  RELLENAS  ANCHOA
1728;2700;DAVID;ACENORCA;BRESSANVIDO;DDP;ITALIA;CAMION;33;2100;2700;20839;TRANSITALIA;8/2023;ACEITUNAS  RELLENAS  ANCHOA
1729;3700;DAVID;ARASOL;PARK ROYAL;DAP;REINO UNIDO;40';25;2563;2700;24092;CONTAINERSHIPS;8/2023;ACEITUNAS RELLENAS PIMIENTO
1730;1100;PACHI;ARASOL;JEDDAH;CFR;ARABIA SAUDITA;40';25;2080;2300;24092;PINTO BASTO;8/2023;ACEITUNAS RELLENAS PIMIENTO
1731;10400;PACHI;OLIVES;LUBLIN;DDP;POLONIA;CAMION;33;3325;3000;25442;NEPTUNE;8/2023;ACEITUNAS VERDES  RODAJAS
1732;2100;DAVID;ARASOL;MANCHESTER;DDP;REINO UNIDO;40';25;2005;2530;24092;BRAID;8/2023;ACEITUNAS RELLENAS PIMIENTO
1733;6300;PACHI;OLIVES;GDANSK;DDP;POLONIA;20';11;1956;1700;11077;SEALAND;8/2023;ACEITUNAS NEGRAS RODAJAS
1734;3100;IRENE;OLIVES;HAMBURGO;DDP;ALEMANIA;40';25;1780;1650;25174;CONTAINERSHIPS;8/2023;ACEITUNAS NEGRAS RODAJAS
1735;5300;IRENE;ARASOL;HAMM;DDP;ALEMANIA;CAMION;33;2750;3300;20839;VERTEX;8/2023;ACEITUNAS  RELLENAS  ANCHOA
1736;3300;DAVID;CAZORLA;PLAISANCE DU TOUCH;DDP;FRANCIA;CAMION;33;1150;1350;20839;SENNDER;8/2023;ACEITUNAS  RELLENAS  ANCHOA
1737;2400;DAVID;OLIVES;LOMATRANS;DDP;FRANCIA;CAMION;33;1900;2300;25442;JUAN PIZARRO;8/2023;ACEITUNAS VERDES  RODAJAS
1738;5300;IRENE;OSUNA;HAMM;DAP;ALEMANIA;CAMION;33;2220;2550;17741;TRANSTIRA;8/2023;ACEITUNAS VERDES SIN HUESO
1739;500;PACHI;ARASOL;CHITTAGONG;CFR;BANGLADESH;20';11;3300;3350;6970;PINTO BASTO;8/2023;ACEITUNAS VERDES SIN HUESO
1740;2400;DAVID;OLIVES;LOMATRANS;DAP;FRANCIA;CAMION;33;2100;2300;25442;VERTEX;8/2023;ACEITUNAS VERDES  RODAJAS
1741;8800;MARIA;OLIVES;SAVANNAH;CIF;ESTADOS UNIDOS;40';25;5845;5900;18606;TRANSITEX;8/2023;ACEITUNAS  RELLENAS  ANCHOA
1742;7200;DAVID;ARASOL;FLEURY LES AUBRAIS;DAP;FRANCIA;CAMION;33;1795;1835;25442;CARRERAS;8/2023;ACEITUNAS VERDES  RODAJAS
1743;3700;DAVID;ARASOL;PARK ROYAL;DAP;REINO UNIDO;40';25;2429;2700;25174;CONTAINERSHIPS;8/2023;ACEITUNAS NEGRAS RODAJAS
1744;3700;DAVID;ARASOL;PARK ROYAL;DDP;REINO UNIDO;40';25;2917;3000;18606;CONTAINERSHIPS;8/2023;ACEITUNAS  RELLENAS  ANCHOA
1745;5300;IRENE;OSUNA;HAMM;DAP;ALEMANIA;CAMION;33;2090;2550;17741;SENNDER;8/2023;ACEITUNAS VERDES SIN HUESO
1746;200;PACHI;OSUNA;POTI;CFR;GEORGIA;40';25;1865;2245;24092;TRANSITEX;8/2023;ACEITUNAS RELLENAS PIMIENTO
1747;1100;PACHI;OSUNA;JEDDAH;CFR;ARABIA SAUDITA;20';11;1640;1800;10600;PINTO BASTO;8/2023;ACEITUNAS RELLENAS PIMIENTO
1748;6100;IRENE;ACENORCA;HAMBURGO;DAP;ALEMANIA;40';25;1690;1579;24092;PINTO BASTO;9/2023;ACEITUNAS RELLENAS PIMIENTO
1749;1100;PACHI;OSUNA;JEDDAH;CFR;ARABIA SAUDITA;20';11;1640;1800;10600;PINTO BASTO;9/2023;ACEITUNAS RELLENAS PIMIENTO
1750;7600;IRENE;OSUNA;HERMALLES;DAP;BELGICA;CAMION;33;3400;2600;26983;GEODIS;9/2023;ACEITUNAS RELLENAS PIMIENTO
1751;4900;IRENE;ARASOL;GELSENKIRCHEN;DAP;ALEMANIA;40';25;1840;2350;18606;DSV;9/2023;ACEITUNAS  RELLENAS  ANCHOA
1752;7000;DAVID;ARASOL;MONTEPRANDONE;DAP;ITALIA;CAMION;33;1690;2200;20839;LIBERTIA;9/2023;ACEITUNAS  RELLENAS  ANCHOA
1753;6100;IRENE;ARASOL;HAMBURGO;DAP;ALEMANIA;40';25;1655;1579;25174;BRAID;9/2023;ACEITUNAS NEGRAS RODAJAS
1754;1600;PACHI;OSUNA;ENNORE;CIF;INDIA;20';11;2550;2610;10600;PINTO BASTO;9/2023;ACEITUNAS RELLENAS PIMIENTO
1755;7700;IRENE;OSUNA;ZEEBRUGGE;DAP;BELGICA;40';25;1700;2195;15840;SEALAND;9/2023;ACEITUNAS VERDES SIN HUESO
1756;7800;DAVID;OLIVES;DONCASTER;DAP;REINO UNIDO;40';25;2600;2393;15840;PINTO BASTO;9/2023;ACEITUNAS VERDES SIN HUESO
1757;7000;DAVID;ARASOL;MONTEPRANDONE;DDP;ITALIA;CAMION;33;2280;2600;26983;TRANSITALIA;9/2023;ACEITUNAS RELLENAS PIMIENTO
1758;7800;DAVID;OLIVES;DONCASTER;DAP;REINO UNIDO;40';25;2690;2393;22716;PINTO BASTO;9/2023;ACEITUNAS VERDES  RODAJAS
1759;7800;DAVID;OLIVES;LUTTERWORTH;DAP;REINO UNIDO;40';25;2150;2393;18606;PINTO BASTO;9/2023;ACEITUNAS  RELLENAS  ANCHOA
1760;7400;DAVID;ACENORCA;BERGEN OP ZOOM;DAP;PAISES BAJOS;CAMION;33;2300;2300;28195;TRANSNORIEGA;9/2023;ACEITUNAS NEGRAS RODAJAS
1761;4500;DAVID;ARASOL;PORTSMOUTH;DDP;REINO UNIDO;40';25;2859;3300;18606;CONTAINERSHIPS;9/2023;ACEITUNAS  RELLENAS  ANCHOA
1762;6300;PACHI;OLIVES;GDANSK;DDP;POLONIA;40';25;2850;2100;25174;LKW WALTER;9/2023;ACEITUNAS NEGRAS RODAJAS
1763;6100;IRENE;ARASOL;HAMBURGO;DAP;ALEMANIA;40';25;1675;1579;24092;BRAID;9/2023;ACEITUNAS RELLENAS PIMIENTO
1764;6000;IRENE;ACENORCA;HAMBURGO;DAP;ALEMANIA;CAMION;33;2850;2300;17741;VERTEX;9/2023;ACEITUNAS VERDES SIN HUESO
1765;7400;DAVID;OLIVES;BERGEN OP ZOOM;DAP;PAISES BAJOS;CAMION;33;2100;2150;20839;TRANSTIRA;9/2023;ACEITUNAS  RELLENAS  ANCHOA
1766;300;PACHI;ACENORCA;JEDDAH;CFR;ARABIA SAUDITA;20';11;2470;2300;19995;PINTO BASTO;9/2023;ACEITUNAS VERDES  RODAJAS
1767;1100;PACHI;ARASOL;JEDDAH;DDP;ARABIA SAUDITA;40';25;1865;1960;18606;TRANSITEX;9/2023;ACEITUNAS  RELLENAS  ANCHOA
1768;100;PACHI;OSUNA;NHAVA SHEVA;CFR;INDIA;20';11;1450;2000;11077;OPERINTER;9/2023;ACEITUNAS NEGRAS RODAJAS
1769;7200;DAVID;ARASOL;FLEURY LES AUBRAIS;DDP;FRANCIA;CAMION;33;2200;2600;26983;PEREZ RANGEL;9/2023;ACEITUNAS RELLENAS PIMIENTO
1770;8200;PACHI;ARASOL;PARANAGUA;CFR;BRASIL;20';11;1920;2100;6970;TRANSITEX;9/2023;ACEITUNAS VERDES SIN HUESO
1771;7700;IRENE;OLIVES;ZEEBRUGGE;DDP;BELGICA;40';25;2530;2750;25174;PINTO BASTO;9/2023;ACEITUNAS NEGRAS RODAJAS
1772;1400;ISABEL;ACENORCA;HAIFA;CFR;ISRAEL;40';25;1380;2650;24092;PINTO BASTO;9/2023;ACEITUNAS RELLENAS PIMIENTO
1773;10300;PACHI;CAZORLA;SAN PETERSBURGO;CFR;RUSIA;40';25;1350;1600;25174;TRANSITEX;9/2023;ACEITUNAS NEGRAS RODAJAS
1774;6400;DAVID;OSUNA;MATELICA;DDP;ITALIA;CAMION;33;2220;2700;25442;LIBERTIA;9/2023;ACEITUNAS VERDES  RODAJAS
1775;900;PACHI;OLIVES;JEDDAH;CFR;ARABIA SAUDITA;40';25;1720;1850;24092;PINTO BASTO;10/2023;ACEITUNAS RELLENAS PIMIENTO
1776;7100;DAVID;OSUNA;CERMENATE;DAP;ITALIA;CAMION;33;1850;2000;20839;TRANSITALIA;10/2023;ACEITUNAS  RELLENAS  ANCHOA
1777;7600;IRENE;OSUNA;HERMALLES;DAP;BELGICA;CAMION;33;2560;2600;20839;MAGETRALUX;10/2023;ACEITUNAS  RELLENAS  ANCHOA
1778;7800;DAVID;OLIVES;DONCASTER;DAP;REINO UNIDO;40';25;2690;2393;18606;PINTO BASTO;10/2023;ACEITUNAS  RELLENAS  ANCHOA
1779;3100;IRENE;OSUNA;HAMBURGO;DDP;ALEMANIA;40';25;1991;1650;22716;CONTAINERSHIPS;10/2023;ACEITUNAS VERDES  RODAJAS
1780;3300;DAVID;CAZORLA;PLAISANCE DU TOUCH;DDP;FRANCIA;CAMION;33;1150;1350;28195;TRANSMOVIEX;10/2023;ACEITUNAS NEGRAS RODAJAS
1781;2000;DAVID;CAZORLA;LIEUSAINT;DDP;FRANCIA;CAMION;33;2200;2550;28195;JOMAPORTES;10/2023;ACEITUNAS NEGRAS RODAJAS
1782;2400;DAVID;OLIVES;LOMATRANS;DAP;FRANCIA;CAMION;33;1500;1680;17741;TRANSPORTES RUIZ Y BEJARANO;10/2023;ACEITUNAS VERDES SIN HUESO
1783;6100;IRENE;ARASOL;HAMBURGO;DAP;ALEMANIA;40';25;1580;1579;24092;BRAID;10/2023;ACEITUNAS RELLENAS PIMIENTO
1784;7100;DAVID;OSUNA;CERMENATE;DAP;ITALIA;CAMION;33;1950;1900;25442;LIBERTIA;10/2023;ACEITUNAS VERDES  RODAJAS
1785;7700;IRENE;OLIVES;ZEEBRUGGE;DAP;BELGICA;40';25;2003;2195;18606;CONTAINERSHIPS;10/2023;ACEITUNAS  RELLENAS  ANCHOA
1786;1200;PACHI;OSUNA;RIYADH DRY PORT;CFR;ARABIA SAUDITA;40';25;1885;2400;15840;DACHSER;10/2023;ACEITUNAS VERDES SIN HUESO
1787;5300;IRENE;ACENORCA;HAMM;DAP;ALEMANIA;CAMION;33;2000;2550;17741;TRANSTIRA;10/2023;ACEITUNAS VERDES SIN HUESO
1788;3100;IRENE;OLIVES;HAMBURGO;DDP;ALEMANIA;40';25;1858;1725;25174;CONTAINERSHIPS;10/2023;ACEITUNAS NEGRAS RODAJAS
1789;1100;PACHI;ARASOL;JEDDAH;DDP;ARABIA SAUDITA;20';11;1730;1785;10600;TRANSITEX;10/2023;ACEITUNAS RELLENAS PIMIENTO
1790;7600;IRENE;OLIVES;HERMALLES;DAP;BELGICA;CAMION;33;2530;2600;17741;MANERO;10/2023;ACEITUNAS VERDES SIN HUESO
1791;6700;DAVID;OLIVES;ROTTOFRENO;DAP;ITALIA;CAMION;33;1610;1800;28195;LKW WALTER;10/2023;ACEITUNAS NEGRAS RODAJAS
1792;5300;IRENE;ACENORCA;HAMM;DAP;ALEMANIA;CAMION;33;1900;2550;26983;LKW WALTER;10/2023;ACEITUNAS RELLENAS PIMIENTO
1793;2100;DAVID;ARASOL;MANCHESTER;DAP;REINO UNIDO;40';25;2238;2600;18606;CONTAINERSHIPS;10/2023;ACEITUNAS  RELLENAS  ANCHOA
1794;1100;PACHI;ARASOL;JEDDAH;CFR;ARABIA SAUDITA;20';11;1640;1800;11077;PINTO BASTO;10/2023;ACEITUNAS NEGRAS RODAJAS
1795;5900;DAVID;ACENORCA;CHIUDINO;DAP;ITALIA;CAMION;33;1800;2000;28195;LIBERTIA;10/2023;ACEITUNAS NEGRAS RODAJAS
1796;1200;PACHI;OSUNA;RIYADH DRY PORT;CFR;ARABIA SAUDITA;40';25;1900;2400;25174;TRANSITEX;10/2023;ACEITUNAS NEGRAS RODAJAS
1797;3300;DAVID;CAZORLA;PLAISANCE DU TOUCH;DDP;FRANCIA;CAMION;33;1900;2150;26983;COSOLTRANS;10/2023;ACEITUNAS RELLENAS PIMIENTO
1798;3300;DAVID;CAZORLA;PLAISANCE DU TOUCH;DDP;FRANCIA;CAMION;33;1650;1425;28195;RLC;10/2023;ACEITUNAS NEGRAS RODAJAS
1799;6300;PACHI;OLIVES;GDANSK;DDP;POLONIA;20';11;1785;2100;11077;SEALAND;10/2023;ACEITUNAS NEGRAS RODAJAS
1800;100;PACHI;ARASOL;NHAVA SHEVA;CFR;INDIA;20';11;1540;2000;6970;OPERINTER;10/2023;ACEITUNAS VERDES SIN HUESO
1801;1600;PACHI;OSUNA;ENNORE;CIF;INDIA;20';11;2360;2450;19995;PINTO BASTO;10/2023;ACEITUNAS VERDES  RODAJAS
1802;3700;DAVID;ARASOL;PARK ROYAL;DAP;REINO UNIDO;40';25;1982;2200;15840;CONTAINERSHIPS;10/2023;ACEITUNAS VERDES SIN HUESO
1803;8300;PACHI;OLIVES;PARANAGUA;CFR;BRASIL;20';11;2325;2025;11077;TRANSITEX;10/2023;ACEITUNAS NEGRAS RODAJAS
1804;3700;DAVID;ARASOL;PARK ROYAL;DAP;REINO UNIDO;40';25;1979;2250;18606;CONTAINERSHIPS;10/2023;ACEITUNAS  RELLENAS  ANCHOA
1805;5700;DAVID;ACENORCA;MONTEMURLO;DAP;ITALIA;CAMION;33;2020;2000;20839;TRANSTIRA;10/2023;ACEITUNAS  RELLENAS  ANCHOA
1806;9100;DAVID;ACENORCA;LOURES;DDP;PORTUGAL;CAMION;33;380;550;25442;TOMAS FERNANDEZ;10/2023;ACEITUNAS VERDES  RODAJAS
1807;4300;IRENE;ACENORCA;BOCHUM;DAP;ALEMANIA;CAMION;33;2000;2150;28195;SIKO TRANSITOS;11/2023;ACEITUNAS NEGRAS RODAJAS
1808;7700;IRENE;OSUNA;ZEEBRUGGE;DDP;BELGICA;CAMION;33;2450;2495;26983;TRANSTIRA;11/2023;ACEITUNAS RELLENAS PIMIENTO
1809;7600;IRENE;OSUNA;SCHRAUWEN - ESSEN;DAP;BELGICA;CAMION;33;1980;2175;20839;LKW WALTER;11/2023;ACEITUNAS  RELLENAS  ANCHOA
1810;6300;PACHI;OLIVES;GDANSK;DDP;POLONIA;40';25;2200;2100;25174;EUROSHIPPING;11/2023;ACEITUNAS NEGRAS RODAJAS
1811;7700;IRENE;OLIVES;ZEEBRUGGE;DAP;BELGICA;CAMION;33;3200;2495;25174;MORARTE;11/2023;ACEITUNAS NEGRAS RODAJAS
1812;8400;MARIA;ARASOL;NEW YORK;CFR;ESTADOS UNIDOS;40';25;4750;4750;15840;BORTESI;11/2023;ACEITUNAS VERDES SIN HUESO
1813;5200;DAVID;ARASOL;HODDESDON;DDP;REINO UNIDO;40';25;1817;2232;15840;MSC;11/2023;ACEITUNAS VERDES SIN HUESO
1814;2000;DAVID;OLIVES;LIEUSAINT;DAP;FRANCIA;CAMION;33;1990;2100;25442;MANERO;11/2023;ACEITUNAS VERDES  RODAJAS
1815;6300;PACHI;OLIVES;GDANSK;DDP;POLONIA;20';11;1940;2100;10600;RABEN AIRSEA;11/2023;ACEITUNAS RELLENAS PIMIENTO
1816;2400;DAVID;OLIVES;LOMATRANS;DAP;FRANCIA;CAMION;33;1440;1680;20839;TRANSMOVIEX;11/2023;ACEITUNAS  RELLENAS  ANCHOA
1817;1200;PACHI;OSUNA;RIYADH DRY PORT;CFR;ARABIA SAUDITA;40';25;2106;2400;24092;DSV;11/2023;ACEITUNAS RELLENAS PIMIENTO
1818;1100;PACHI;OSUNA;JEDDAH;CFR;ARABIA SAUDITA;40';25;1300;1450;15840;PINTO BASTO;11/2023;ACEITUNAS VERDES SIN HUESO
1819;2100;DAVID;ARASOL;LEYTON;DAP;REINO UNIDO;40';25;2782;3120;22716;CONTAINERSHIPS;11/2023;ACEITUNAS VERDES  RODAJAS
1820;10300;PACHI;CAZORLA;SAN PETERSBURGO;CFR;RUSIA;40';25;1350;1600;22716;TRANSITEX;11/2023;ACEITUNAS VERDES  RODAJAS
1821;6400;DAVID;OSUNA;MATELICA;DDP;ITALIA;CAMION;33;2220;2700;28195;LIBERTIA;11/2023;ACEITUNAS NEGRAS RODAJAS
1822;6000;IRENE;ARASOL;HAMBURGO;DAP;ALEMANIA;20';11;1665;1410;11077;CONTAINERSHIPS;11/2023;ACEITUNAS NEGRAS RODAJAS
1823;10300;PACHI;ACENORCA;SAN PETERSBURGO;CFR;RUSIA;40';25;1790;1900;25174;TRANSITEX;11/2023;ACEITUNAS NEGRAS RODAJAS
1824;100;PACHI;ARASOL;NHAVA SHEVA;CFR;INDIA;20';11;1700;2550;18187;TRANSITEX;11/2023;ACEITUNAS  RELLENAS  ANCHOA
1825;5300;IRENE;ARASOL;HAMM;DAP;ALEMANIA;CAMION;33;2900;2550;20839;TRANSTIRA;11/2023;ACEITUNAS  RELLENAS  ANCHOA
1826;500;PACHI;ARASOL;CHITTAGONG;CFR;BANGLADESH;20';11;2690;3350;18187;TRANSITEX;11/2023;ACEITUNAS  RELLENAS  ANCHOA
1827;1200;PACHI;OSUNA;RIYADH DRY PORT;CFR;ARABIA SAUDITA;40';25;2055;2400;24092;DSV;11/2023;ACEITUNAS RELLENAS PIMIENTO
1828;4300;IRENE;ACENORCA;BOCHUM;DAP;ALEMANIA;CAMION;33;1980;2150;25442;TRANSTIRA;11/2023;ACEITUNAS VERDES  RODAJAS
1829;4800;DAVID;ACENORCA;CHARD;DAP;REINO UNIDO;20';11;2186;3300;10600;CONTAINERSHIPS;11/2023;ACEITUNAS RELLENAS PIMIENTO
1830;6300;PACHI;OLIVES;GDANSK;DDP;POLONIA;20';11;1940;2100;18187;RABEN AIRSEA;11/2023;ACEITUNAS  RELLENAS  ANCHOA
1831;9600;PACHI;ACENORCA;CARTAGENA DE INDIAS;CIF;COLOMBIA;CAMION;33;3500;3500;26983;PINTO BASTO;11/2023;ACEITUNAS RELLENAS PIMIENTO
1832;7600;IRENE;OSUNA;SCHRAUWEN - ESSEN;DDP;BELGICA;CAMION;33;2175;2175;26983;KUKLA;11/2023;ACEITUNAS RELLENAS PIMIENTO
1833;7600;IRENE;OLIVES;SCHRAUWEN - ESSEN;DDP;BELGICA;CAMION;33;1995;2175;20839;KUKLA;11/2023;ACEITUNAS  RELLENAS  ANCHOA
1834;4400;DAVID;CAZORLA;PERPIGNAN;DAP;FRANCIA;CAMION;33;1200;1350;25442;JOMAPORTES;11/2023;ACEITUNAS VERDES  RODAJAS
1835;2400;DAVID;OLIVES;LOMATRANS;DAP;FRANCIA;CAMION;33;1640;1680;17741;LKW WALTER;11/2023;ACEITUNAS VERDES SIN HUESO
1836;8100;PACHI;OLIVES;PARANAGUA;CFR;BRASIL;20';11;2230;1810;19995;PINTO BASTO;11/2023;ACEITUNAS VERDES  RODAJAS
1837;6700;DAVID;ACENORCA;MONTALDO;DAP;ITALIA;CAMION;33;1550;1800;20839;SMET;11/2023;ACEITUNAS  RELLENAS  ANCHOA
1838;200;PACHI;OSUNA;POTI;CFR;GEORGIA;20';11;2260;2245;11077;PINTO BASTO;12/2023;ACEITUNAS NEGRAS RODAJAS
1839;6000;IRENE;ACENORCA;DORTMUND;DAP;ALEMANIA;CAMION;33;2250;2400;25442;VERTEX;12/2023;ACEITUNAS VERDES  RODAJAS
1840;2400;DAVID;OLIVES;LOMATRANS;DAP;FRANCIA;CAMION;33;1590;1680;25442;SENNDER;12/2023;ACEITUNAS VERDES  RODAJAS
